1.043588620988001869e-01,1.910910024435689622e-02,1.718297625940937851e-02,0.000000000000000000e+00,8.517426637656962118e-02,9.279096699478864285e-03,9.889982628836133105e-02,2.272727272727272617e-03,4.147718151588121183e-01,2.489513296014843891e-01
3.780987925398704257e-03,4.283401806449589622e-02,0.000000000000000000e+00,1.305452413523548868e-03,0.000000000000000000e+00,8.911101628581052925e-01,5.944055668333873832e-02,1.528822055137844587e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.780987925398704257e-03,4.283401806449589622e-02,0.000000000000000000e+00,1.305452413523548868e-03,0.000000000000000000e+00,8.911101628581052925e-01,5.944055668333873832e-02,1.528822055137844587e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.780987925398704257e-03,4.283401806449589622e-02,0.000000000000000000e+00,1.305452413523548868e-03,0.000000000000000000e+00,8.911101628581052925e-01,5.944055668333873832e-02,1.528822055137844587e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.442987752285664164e-03,8.806386547841666967e-01,1.271618038199389365e-02,6.702535098009813896e-02,9.853229437223807313e-03,2.090424182552200541e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.419354838709677526e-03
0.000000000000000000e+00,1.206117483489746326e-03,2.189781021897810407e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.939520333680917835e-02,1.424308987320729858e-01,7.947779994257302416e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.206117483489746326e-03,2.189781021897810407e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.939520333680917835e-02,1.424308987320729858e-01,7.947779994257302416e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.281651493243433693e-01,4.809790612584190217e-02,6.616867415352586934e-02,0.000000000000000000e+00,1.773072787894761082e-02,3.823114869626497402e-03,1.296687808315715243e-02,3.047921071176885009e-03,2.828471610759223931e-01,3.371524674174583014e-01
2.281651493243433693e-01,4.809790612584190217e-02,6.616867415352586934e-02,0.000000000000000000e+00,1.773072787894761082e-02,3.823114869626497402e-03,1.296687808315715243e-02,3.047921071176885009e-03,2.828471610759223931e-01,3.371524674174583014e-01
2.695773360273160391e-01,4.896498858444954527e-02,2.370196265901787155e-02,0.000000000000000000e+00,5.882352941176470507e-03,5.340211935303959372e-03,9.068600111544897202e-02,7.180702732849972292e-03,3.345274931530131113e-01,2.141389508514239814e-01
2.197396344691651959e-01,6.175649660286786080e-02,2.099828932602845755e-01,0.000000000000000000e+00,1.287912833088424303e-01,2.958838301124577189e-03,4.388735419148905026e-02,2.417388660890712818e-02,1.443868739205526538e-02,2.942709258652639326e-01
1.786194765614425306e-01,6.303038195318633186e-02,1.563043976582220718e-01,0.000000000000000000e+00,1.041822353597726958e-01,9.965207727876169291e-03,2.323629380556079538e-01,1.241738866089071303e-01,0.000000000000000000e+00,1.313614760749851340e-01
