0.971808,0.013781,0.014412
0.968303,0.016345,0.015352
0.970558,0.013329,0.016113
0.964666,0.017505,0.017828
0.971578,0.013334,0.015087
0.958642,0.024081,0.017278
0.966823,0.015072,0.018105
0.970074,0.015216,0.014710
0.960620,0.018670,0.020710
0.967387,0.016749,0.015864
0.967040,0.017389,0.015571
0.966061,0.017206,0.016733
0.968294,0.015532,0.016174
0.959490,0.016013,0.024497
0.953421,0.023298,0.023281
0.946091,0.028969,0.024939
0.966696,0.016718,0.016586
0.971439,0.014360,0.014202
0.950488,0.030170,0.019342
0.968740,0.015547,0.015713
0.956985,0.026094,0.016922
0.968350,0.016446,0.015204
0.962531,0.014146,0.023324
0.953138,0.029882,0.016979
0.947720,0.030578,0.021702
0.960396,0.023023,0.016581
0.964601,0.020023,0.015376
0.969477,0.015935,0.014588
0.970695,0.014898,0.014407
0.963562,0.018930,0.017509
0.963235,0.020040,0.016725
0.962508,0.021912,0.015580
0.963365,0.017081,0.019554
0.960037,0.019758,0.020205
0.967387,0.016749,0.015864
0.972248,0.012840,0.014912
0.966260,0.017192,0.016548
0.967387,0.016749,0.015864
0.963372,0.016255,0.020373
0.969748,0.015740,0.014512
0.972428,0.012988,0.014584
0.945450,0.028813,0.025738
0.963460,0.015503,0.021037
0.959113,0.023797,0.017089
0.949265,0.030620,0.020115
0.967460,0.016935,0.015605
0.966870,0.016668,0.016462
0.967652,0.014949,0.017399
0.968600,0.016209,0.015190
0.971443,0.014157,0.014401
0.016105,0.951256,0.032638
0.010481,0.969853,0.019666
0.015587,0.833970,0.150443
0.006315,0.970198,0.023487
0.009645,0.940946,0.049408
0.007678,0.954612,0.037710
0.011829,0.892970,0.095201
0.024370,0.943571,0.032059
0.010525,0.973546,0.015928
0.007424,0.965728,0.026848
0.016125,0.940011,0.043864
0.007529,0.980796,0.011675
0.008539,0.986152,0.005310
0.008935,0.918231,0.072834
0.009980,0.985504,0.004516
0.011487,0.980738,0.007776
0.008798,0.909409,0.081792
0.007148,0.989676,0.003176
0.010314,0.870405,0.119280
0.006503,0.987769,0.005728
0.012537,0.465938,0.521525
0.007162,0.990008,0.002829
0.012107,0.570825,0.417068
0.009236,0.956330,0.034435
0.008496,0.987014,0.004490
0.010140,0.981548,0.008312
0.012925,0.907721,0.079354
0.013353,0.437961,0.548686
0.007858,0.946601,0.045541
0.011458,0.984556,0.003986
0.006896,0.985309,0.007795
0.008087,0.985602,0.006311
0.006617,0.990065,0.003318
0.009998,0.162762,0.827240
0.009659,0.869509,0.120832
0.012432,0.944079,0.043490
0.012097,0.934308,0.053595
0.009439,0.967588,0.022973
0.007701,0.984897,0.007402
0.006012,0.978571,0.015417
0.007346,0.955905,0.036749
0.008780,0.955449,0.035771
0.006195,0.989174,0.004631
0.021474,0.950247,0.028278
0.006343,0.978244,0.015412
0.007790,0.986482,0.005728
0.006953,0.984161,0.008886
0.007630,0.987066,0.005304
0.041810,0.930485,0.027705
0.006421,0.986222,0.007356
0.013396,0.002688,0.983916
0.008236,0.031342,0.960422
0.008077,0.004450,0.987473
0.008839,0.008321,0.982841
0.008782,0.002067,0.989151
0.010572,0.009481,0.979947
0.012332,0.355307,0.632361
0.009615,0.007462,0.982923
0.010258,0.005481,0.984261
0.011555,0.006028,0.982417
0.011284,0.080990,0.907725
0.008703,0.019502,0.971794
0.008607,0.008141,0.983252
0.008491,0.024950,0.966559
0.010274,0.005218,0.984508
0.010155,0.007621,0.982224
0.008743,0.018570,0.972687
0.017779,0.021743,0.960477
0.016695,0.016089,0.967216
0.012744,0.230023,0.757234
0.008851,0.003917,0.987232
0.009059,0.058055,0.932886
0.012753,0.013415,0.973832
0.010721,0.254895,0.734384
0.008971,0.005532,0.985498
0.008894,0.011363,0.979743
0.010746,0.400994,0.588259
0.010807,0.298862,0.690331
0.008536,0.002825,0.988638
0.010261,0.031961,0.957779
0.009431,0.008533,0.982036
0.018210,0.031816,0.949974
0.008755,0.002265,0.988980
0.011869,0.368470,0.619662
0.011756,0.031927,0.956317
0.010183,0.009622,0.980195
0.011957,0.003527,0.984516
0.009005,0.019402,0.971593
0.010969,0.416110,0.572922
0.009274,0.016575,0.974151
0.009380,0.002841,0.987779
0.011985,0.031909,0.956107
0.008236,0.031342,0.960422
0.008796,0.002602,0.988602
0.010579,0.002917,0.986504
0.010311,0.012852,0.976837
0.010524,0.074062,0.915414
0.009181,0.034674,0.956144
0.011746,0.006820,0.981434
0.010207,0.087640,0.902153
