4.978502357317499682e-01,3.799378142890800225e-01,1.222119499791700231e-01
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
2.125997099347352870e-01,1.073611752038148015e-01,6.800391148614497450e-01
2.125997099347352870e-01,1.073611752038148015e-01,6.800391148614497450e-01
4.978502357317499682e-01,3.799378142890800225e-01,1.222119499791700231e-01
4.978502357317499682e-01,3.799378142890800225e-01,1.222119499791700231e-01
3.541935276742851357e-01,5.182458328786794244e-01,1.275606394470355232e-01
5.547107268537151414e-01,3.733658379386527448e-01,7.192343520763208597e-02
5.547107268537151414e-01,3.733658379386527448e-01,7.192343520763208597e-02
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
4.496739171531228263e-01,1.210617636839670108e-01,4.292643191629100796e-01
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
1.590260394187886506e-01,9.980820287466812823e-02,7.411657577065431379e-01
4.280653769689511945e-01,4.235773297815132454e-01,1.483572932495355601e-01
1.687429127153953767e-01,2.225778625036717584e-01,6.086792247809327261e-01
2.219836534561361319e-01,2.045223069481162115e-01,5.734940395957475179e-01
2.296401126796936976e-01,5.286227925203449418e-01,2.417370947999614716e-01
2.219836534561361319e-01,2.045223069481162115e-01,5.734940395957475179e-01
8.101183099157701628e-01,1.086341231247656552e-01,8.124756695946402929e-02
8.734288121988752485e-01,9.849713682339580889e-02,2.807405097772886632e-02
8.734288121988752485e-01,9.849713682339580889e-02,2.807405097772886632e-02
8.734288121988752485e-01,9.849713682339580889e-02,2.807405097772886632e-02
8.734288121988752485e-01,9.849713682339580889e-02,2.807405097772886632e-02
9.324820042741329695e-01,6.062722741579151808e-02,6.890768310075590444e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.324820042741329695e-01,6.062722741579151808e-02,6.890768310075590444e-03
8.734288121988752485e-01,9.849713682339580889e-02,2.807405097772886632e-02
8.734288121988752485e-01,9.849713682339580889e-02,2.807405097772886632e-02
8.531931380751762717e-01,1.191993739330979157e-01,2.760748799172575360e-02
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.527176783978319463e-01,3.992499030608941124e-02,7.357331296078700560e-03
9.330899607373023263e-01,6.218028895910334558e-02,4.729750303594289045e-03
8.201649536601992585e-01,1.734629191053634611e-01,6.372127234437282087e-03
8.723747650542923449e-01,1.083054078055564196e-01,1.931982714015113498e-02
8.006803335009327061e-01,1.195943708618019963e-01,7.972529563726518664e-02
2.240539640276619227e-01,6.355465730971376903e-01,1.403994628752005258e-01
1.167517017943081187e-01,4.643542683537312810e-01,4.188940298519605032e-01
7.020561383046876047e-01,2.614796704643947423e-01,3.646419123091764608e-02
7.020561383046876047e-01,2.614796704643947423e-01,3.646419123091764608e-02
6.474617082794273948e-01,3.229138202956698955e-01,2.962447142490268193e-02
6.474617082794273948e-01,3.229138202956698955e-01,2.962447142490268193e-02
9.092396029909247668e-01,8.365585793763856415e-02,7.104539071436664736e-03
8.201649536601992585e-01,1.734629191053634611e-01,6.372127234437282087e-03
7.608684828578811121e-01,2.282617068554534112e-01,1.086981028666542462e-02
7.189357041842450169e-01,2.479373718776478053e-01,3.312692393810705294e-02
9.548869154706520757e-01,4.064668491307135700e-02,4.466399616276562137e-03
9.409073074326018693e-01,5.522341709081415168e-02,3.869275476584028896e-03
6.474617082794273948e-01,3.229138202956698955e-01,2.962447142490268193e-02
9.330899607373023263e-01,6.218028895910334558e-02,4.729750303594289045e-03
9.189995555149842454e-01,7.611262873822229047e-02,4.887815746793369547e-03
9.189995555149842454e-01,7.611262873822229047e-02,4.887815746793369547e-03
7.348154991497813926e-01,2.389911068125149529e-01,2.619339403770356428e-02
7.507104465893674750e-01,2.287413951723279715e-01,2.054815823830450500e-02
9.330899607373023263e-01,6.218028895910334558e-02,4.729750303594289045e-03
