3.852074731019330955e-01,6.147925268980668490e-01
2.324835454445492444e-01,7.675164545554505890e-01
2.324835454445492444e-01,7.675164545554505890e-01
2.453955926765585827e-01,7.546044073234413618e-01
3.984695782008211562e-02,9.601530421799179260e-01
1.819511472208436842e-01,8.180488527791561770e-01
4.044708505945315835e-01,5.955291494054684165e-01
1.051151137085123838e-01,8.948848862914875468e-01
4.564869796267896906e-01,5.435130203732103649e-01
8.939545826805298523e-01,1.060454173194701755e-01
2.490336278122275149e-01,7.509663721877724019e-01
1.186827213011624887e-01,8.813172786988374696e-01
1.051151137085123838e-01,8.948848862914875468e-01
1.427376970855231617e-02,9.857262302914475693e-01
2.267417212303923790e-02,9.773258278769606511e-01
2.419556834002836720e-02,9.758044316599715495e-01
1.427376970855231617e-02,9.857262302914475693e-01
1.820634479761333580e-02,9.817936552023865948e-01
7.234936075050403259e-01,2.765063924949596741e-01
5.247272667608465779e-01,4.752727332391534221e-01
1.045073549683587927e-01,8.954926450316411657e-01
4.685777848936960310e-02,9.531422215106303275e-01
1.427376970855231617e-02,9.857262302914475693e-01
2.480183169750732261e-02,9.751981683024926184e-01
1.567254307999740859e-01,8.432745692000258586e-01
6.178247125506597381e-01,3.821752874493403174e-01
1.280505162090607441e-01,8.719494837909392837e-01
1.051151137085123838e-01,8.948848862914875468e-01
2.805051620906074544e-02,9.719494837909392615e-01
4.998219496025066988e-01,5.001780503974931902e-01
1.978002070393374834e-01,8.021997929606625721e-01
6.143201926041889221e-02,9.385679807395810315e-01
3.259597075451529241e-02,9.674040292454847423e-01
1.070234113712374528e-02,9.892976588628762391e-01
1.820634479761333580e-02,9.817936552023865948e-01
1.415586804917453867e-01,8.584413195082547521e-01
1.427376970855231617e-02,9.857262302914475693e-01
2.480183169750732261e-02,9.751981683024926184e-01
5.030388031790555825e-02,9.496961196820944417e-01
1.801911118227029485e-01,8.198088881772971348e-01
1.341495819591048133e-01,8.658504180408950202e-01
2.427255290497621343e-01,7.572744709502379212e-01
5.073085014334147713e-01,4.926914985665852287e-01
4.783611330123622163e-01,5.216388669876377282e-01
4.783611330123622163e-01,5.216388669876377282e-01
4.797722695493568668e-01,5.202277304506430777e-01
5.073085014334147713e-01,4.926914985665852287e-01
4.783611330123622163e-01,5.216388669876377282e-01
4.783611330123622163e-01,5.216388669876377282e-01
