3.186111023869714343e-02,9.681388897613029121e-01
2.507675998693058642e-02,9.749232400130696252e-01
1.695159128226313497e-02,9.830484087177369101e-01
4.175386458405325879e-02,9.582461354159466094e-01
6.666666666666666227e-03,9.933333333333334014e-01
8.871994369254704305e-02,9.112800563074529014e-01
2.030957887474413026e-01,7.969042112525587251e-01
4.058441558441558167e-04,9.995941558441557850e-01
4.605823770786058868e-01,5.394176229213941687e-01
1.000000000000000000e+00,0.000000000000000000e+00
8.784424115186077742e-02,9.121557588481392642e-01
1.369742269027088809e-02,9.863025773097291449e-01
4.491896214498187004e-03,9.955081037855018078e-01
3.069180736179739043e-04,9.996930819263820656e-01
2.346652928418740177e-03,9.976533470715812646e-01
8.787895400471465879e-04,9.991212104599529464e-01
1.632163994063068248e-03,9.983678360059368151e-01
7.793113398095604608e-04,9.992206886601904259e-01
9.841422171415358244e-01,1.585778285846415128e-02
8.780805648783175377e-01,1.219194351216823236e-01
1.204388468344005370e-01,8.795611531655994630e-01
1.664124724622945096e-03,9.983358752753769272e-01
3.069180736179739043e-04,9.996930819263820656e-01
6.756756756756756861e-05,9.999324324324323499e-01
7.141720441084831172e-02,9.285827955891516883e-01
7.343862658158253343e-01,2.656137341841747213e-01
1.707506715067580146e-03,9.982924932849324140e-01
4.058441558441558167e-04,9.995941558441557850e-01
0.000000000000000000e+00,1.000000000000000000e+00
5.782971161414975914e-01,4.217028838585024642e-01
3.030303030303030300e-03,9.969696969696968392e-01
1.200000000000000025e-02,9.879999999999998783e-01
1.172649071134624077e-01,8.827350928865376201e-01
6.756756756756756861e-05,9.999324324324323499e-01
7.127622294621296668e-04,9.992872377705378506e-01
1.279492557213950943e-01,8.720507442786049612e-01
0.000000000000000000e+00,1.000000000000000000e+00
3.610108303249097818e-04,9.996389891696750851e-01
1.000000000000000056e-01,9.000000000000000222e-01
1.070669890702514726e-01,8.929330109297485274e-01
9.701492537313432390e-03,9.902985074626865503e-01
5.396972247485506274e-02,9.460302775251449026e-01
4.854618129766244961e-01,5.145381870233755039e-01
3.969725434824716848e-01,6.030274565175283152e-01
3.570039338146507313e-01,6.429960661853492132e-01
2.954130910994624548e-01,7.045869089005376562e-01
4.974811317544596823e-01,5.025188682455403733e-01
4.232192626425767545e-01,5.767807373574231899e-01
4.743782956251605398e-01,5.256217043748393491e-01
5.209335127068406290e-01,4.790664872931594265e-01
4.743782956251605398e-01,5.256217043748393491e-01
4.610300828034106790e-01,5.389699171965893765e-01
5.780763698496976799e-01,4.219236301503023201e-01
3.695390991660552071e-01,6.304609008339447929e-01
3.818843310651993117e-01,6.181156689348006328e-01
4.858454242039073057e-01,5.141545757960925833e-01
4.464961481174370417e-01,5.535038518825630138e-01
4.018320811218074051e-01,5.981679188781925394e-01
5.051475263943914218e-01,4.948524736056086337e-01
4.108328686108791428e-01,5.891671313891208017e-01
4.858454242039073057e-01,5.141545757960925833e-01
4.186657611945029944e-01,5.813342388054969501e-01
3.790238812148438163e-01,6.209761187851562392e-01
2.629842904991020469e-01,7.370157095008980086e-01
5.409551028293164698e-01,4.590448971706834191e-01
4.361170934213136618e-01,5.638829065786863382e-01
6.474419279708094610e-01,3.525580720291904835e-01
2.893016739030995765e-01,7.106983260969004235e-01
4.583942796411445419e-01,5.416057203588553470e-01
3.286297371442062909e-01,6.713702628557937091e-01
3.331155510708389000e-01,6.668844489291611000e-01
4.668253683536789933e-01,5.331746316463210622e-01
5.070936517803654731e-01,4.929063482196345269e-01
4.188561806786089692e-01,5.811438193213910308e-01
3.656056510537918358e-01,6.343943489462080532e-01
4.188561806786089692e-01,5.811438193213910308e-01
5.416732499044953908e-01,4.583267500955046647e-01
4.116859099159306257e-01,5.883140900840693188e-01
4.641802659535937958e-01,5.358197340464061487e-01
4.407024162268946554e-01,5.592975837731052335e-01
4.350965288344331161e-01,5.649034711655669394e-01
4.967752907208218827e-01,5.032247092791781728e-01
4.031856026832955076e-01,5.968143973167046035e-01
5.362581880315159255e-01,4.637418119684840745e-01
4.018320811218074051e-01,5.981679188781925394e-01
4.639828294329292890e-01,5.360171705670706555e-01
4.021698478562192314e-01,5.978301521437808796e-01
4.639828294329292890e-01,5.360171705670706555e-01
5.448166174936081019e-01,4.551833825063918981e-01
3.154130910994624726e-01,6.845869089005376384e-01
4.799668454169452869e-01,5.200331545830547686e-01
4.474838522196663004e-01,5.525161477803337551e-01
6.761144261144260911e-04,9.993238855738855175e-01
7.364576403762619627e-02,9.263542359623737621e-01
9.887433446670351733e-01,1.125665533296471565e-02
2.957767079656730205e-02,9.704223292034326320e-01
1.327063961679346149e-01,8.672936038320653296e-01
9.625221709606817111e-01,3.747782903931821952e-02
9.795880747731983140e-01,2.041192522680153332e-02
9.795880747731983140e-01,2.041192522680153332e-02
9.795880747731983140e-01,2.041192522680153332e-02
7.973408835110393222e-02,9.202659116488961510e-01
4.058441558441558167e-04,9.995941558441557850e-01
1.887412745874590680e-01,8.112587254125409597e-01
6.756756756756756861e-05,9.999324324324323499e-01
1.349284606527103095e-02,9.865071539347290974e-01
2.702702702702702744e-04,9.997297297297297325e-01
4.300757716965125828e-03,9.956992422830349687e-01
8.391728905813412576e-01,1.608271094186587147e-01
1.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000222e-01,1.000000000000000056e-01
1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
1.040393042096537934e-02,9.895960695790346762e-01
9.863191379450736429e-01,1.368086205492625648e-02
9.562484015082113320e-01,4.375159849178862637e-02
1.000000000000000000e+00,0.000000000000000000e+00
8.522727272727272313e-04,9.991477272727273817e-01
2.721807291260880390e-02,9.727819270873911961e-01
4.159662949305131634e-03,9.958403370506948571e-01
9.588268995169672848e-03,9.904117310048302647e-01
4.258304922558043930e-03,9.957416950774421460e-01
2.165617497970439287e-01,7.834382502029560991e-01
6.756756756756756861e-05,9.999324324324323499e-01
8.723585809465621566e-01,1.276414190534378990e-01
7.594901545137137111e-01,2.405098454862862334e-01
7.356084707664106714e-01,2.643915292335892731e-01
8.978328534619919865e-02,9.102167146538008291e-01
4.058441558441558167e-04,9.995941558441557850e-01
1.857443377124574080e-01,8.142556622875425365e-01
6.756756756756756861e-05,9.999324324324323499e-01
1.221705373610796064e-01,8.778294626389204769e-01
6.756756756756756861e-05,9.999324324324323499e-01
1.143588872188438244e-01,8.856411127811562034e-01
1.000000000000000021e-03,9.989999999999999991e-01
4.789888599882875797e-02,9.521011140011713669e-01
9.956298200514138719e-01,4.370179948586118586e-03
8.522727272727272313e-04,9.991477272727273817e-01
1.472303700313146724e-01,8.527696299686853276e-01
6.756756756756756861e-05,9.999324324324323499e-01
2.213701646793751754e-01,7.786298353206247969e-01
6.756756756756756861e-05,9.999324324324323499e-01
8.871156121447205667e-01,1.128843878552794333e-01
6.775713546288079925e-02,9.322428645371193534e-01
4.058441558441558167e-04,9.995941558441557850e-01
6.533547239840190590e-01,3.466452760159808300e-01
1.000000000000000000e+00,0.000000000000000000e+00
2.600840110404278316e-01,7.399159889595721129e-01
3.961924202135652107e-01,6.038075797864347338e-01
4.175541250719453368e-01,5.824458749280545522e-01
5.207708949194607140e-01,4.792291050805392305e-01
4.640136107441267255e-01,5.359863892558732745e-01
5.128289568469257542e-01,4.871710431530741903e-01
5.547229865227768508e-01,4.452770134772231492e-01
5.748987655483925874e-01,4.251012344516073016e-01
3.642722314337819567e-01,6.357277685662180433e-01
3.956772313794108542e-01,6.043227686205890903e-01
4.089456932178993642e-01,5.910543067821005803e-01
5.668069120228934610e-01,4.331930879771065390e-01
2.201825332079155317e-01,7.798174667920844128e-01
2.557757535468985766e-01,7.442242464531013679e-01
3.932729126757158467e-01,6.067270873242841533e-01
4.441717435218358601e-01,5.558282564781641399e-01
2.810227171096516541e-01,7.189772828903484569e-01
4.016639543825469838e-01,5.983360456174529052e-01
3.554732665602010622e-01,6.445267334397989378e-01
3.632305378348674729e-01,6.367694621651324161e-01
4.214393837763182882e-01,5.785606162236817118e-01
2.584046363851524308e-01,7.415953636148475692e-01
3.667393097646920452e-01,6.332606902353079548e-01
3.209241949421638984e-01,6.790758050578361571e-01
2.855991998745821547e-01,7.144008001254177342e-01
4.937551584294795903e-01,5.062448415705202986e-01
3.557757535468984988e-01,6.442242464531015012e-01
3.211924202135651996e-01,6.788075797864346894e-01
4.985969440774600803e-01,5.014030559225398642e-01
2.961924202135651774e-01,7.038075797864347116e-01
3.209241949421638984e-01,6.790758050578361571e-01
2.554732665602010844e-01,7.445267334397989156e-01
4.464393837763182549e-01,5.535606162236816896e-01
3.541130965774518802e-01,6.458869034225480643e-01
2.822815947459501595e-01,7.177184052540498405e-01
4.449060728261919340e-01,5.550939271738080105e-01
2.985969440774600692e-01,7.014030559225398198e-01
2.541912152781498069e-01,7.458087847218501931e-01
2.810227171096516541e-01,7.189772828903484569e-01
3.667314696515887595e-01,6.332685303484112405e-01
3.798332078137238166e-01,6.201667921862761279e-01
3.922955043822901611e-01,6.077044956177097834e-01
3.273189982754150518e-01,6.726810017245850037e-01
3.969459442349155820e-01,6.030540557650844180e-01
2.587676980430803630e-01,7.412323019569195814e-01
3.214393837763181994e-01,6.785606162236816896e-01
6.537892517697678763e-01,3.462107482302322348e-01
2.541912152781498069e-01,7.458087847218501931e-01
3.541912152781497292e-01,6.458087847218502153e-01
2.587676980430803630e-01,7.412323019569195814e-01
5.383397558802825895e-03,9.946166024411973172e-01
9.985155195681510998e-01,1.484480431848852946e-03
9.661522265405191323e-01,3.384777345948075666e-02
1.369742269027088809e-02,9.863025773097291449e-01
9.748376623376623362e-01,2.516233766233766378e-02
1.639939147500012618e-03,9.983600608525000641e-01
4.734117234117233989e-04,9.995265882765881349e-01
9.324009324009324001e-04,9.990675990675990104e-01
1.000000000000000000e+00,0.000000000000000000e+00
2.503704239679731547e-01,7.496295760320268453e-01
1.989892743843813538e-01,8.010107256156185906e-01
1.369742269027088809e-02,9.863025773097291449e-01
1.102859828994241266e-02,9.889714017100577070e-01
2.777419382585434408e-03,9.972225806174146445e-01
2.317697114655880783e-02,9.768230288534411887e-01
1.341589103466987731e-01,8.658410896533013101e-01
8.780805648783175377e-01,1.219194351216823236e-01
1.344478874773847796e-02,9.865552112522616435e-01
6.085192697768762593e-04,9.993914807302232139e-01
9.499999999999999556e-01,5.000000000000000278e-02
